Timestamp,Open,High,Low,Close,Volume
2012-01-03,14.621429443359375,14.73214340209961,14.60714340209961,12.519277572631836,302220800.0
2012-01-04,14.64285659790039,14.8100004196167,14.617142677307129,12.586557388305664,260022000.0
2012-01-05,14.819643020629883,14.948213577270508,14.738213539123535,12.726293563842773,271269600.0
2012-01-06,14.991786003112793,15.098214149475098,14.972143173217773,12.859333038330078,318292800.0
2012-01-09,15.196429252624512,15.276785850524902,15.048213958740234,12.838936805725098,394024400.0
2012-01-10,15.211071014404297,15.214285850524902,15.053570747375488,12.884904861450195,258196400.0
2012-01-11,15.09571361541748,15.101785659790039,14.975357055664062,12.863899230957031,215084800.0
2012-01-12,15.081428527832031,15.103570938110352,14.95535659790039,12.828583717346191,212587200.0
2012-01-13,14.989286422729492,15.016071319580078,14.952142715454102,12.78048324584961,226021600.0
2012-01-17,15.149999618530273,15.213929176330566,15.105713844299316,12.929353713989258,242897200.0
2012-01-18,15.248571395874023,15.338213920593262,15.225000381469727,13.06360912322998,276791200.0
2012-01-19,15.362500190734863,15.406070709228516,15.232500076293945,13.022207260131836,261738400.0
2012-01-20,15.267499923706055,15.26785659790039,14.991070747375488,12.795402526855469,413974400.0
2012-01-23,15.095356941223145,15.301786422729492,15.08214282989502,13.011856079101562,306062400.0
2012-01-24,15.182143211364746,15.182143211364746,14.983928680419922,12.798748016357422,547638000.0
2012-01-25,16.229999542236328,16.230356216430664,15.84749984741211,13.597893714904785,958314000.0
2012-01-26,16.01285743713379,16.028213500976562,15.82642936706543,13.536090850830078,323985200.0
2012-01-27,15.869285583496094,16.01714324951172,15.848929405212402,13.6167631149292,299709200.0
2012-01-30,15.918213844299316,16.21071434020996,15.90678596496582,13.791207313537598,379341200.0
2012-01-31,16.27107048034668,16.365713119506836,16.18107032775879,13.896846771240234,391683600.0
2012-02-01,16.37178611755371,16.392499923706055,16.269643783569336,13.888020515441895,270046000.0
2012-02-02,16.282142639160156,16.327499389648438,16.213571548461914,13.855446815490723,186796400.0
2012-02-03,16.332143783569336,16.428571701049805,16.270000457763672,13.994266510009766,286599600.0
2012-02-06,16.37071418762207,16.606428146362305,16.364286422729492,14.124868392944336,249412800.0
2012-02-07,16.616071701049805,16.77678680419922,16.59214210510254,14.272821426391602,316223600.0
2012-02-08,16.803571701049805,17.028213500976562,16.774999618530273,14.511810302734375,407890000.0
2012-02-09,17.170000076293945,17.741071701049805,17.162857055664062,15.01382064819336,884214800.0
2012-02-10,17.534286499023438,17.77214241027832,17.448213577270508,15.021428108215332,631302000.0
2012-02-13,17.840356826782227,17.993928909301758,17.75321388244629,15.300896644592285,517216000.0
2012-02-14,18.023571014404297,18.198570251464844,17.928571701049805,15.509746551513672,460398400.0
2012-02-15,18.36642837524414,18.796070098876953,17.746070861816406,15.15081787109375,1506120000.0
2012-02-16,17.553571701049805,18.03178596496582,17.379642486572266,15.289027214050293,944552000.0
2012-02-17,17.96821403503418,18.1346435546875,17.867856979370117,15.286280632019043,535805200.0
2012-02-21,18.10285758972168,18.387500762939453,18.00428581237793,15.673831939697266,605595200.0
2012-02-22,18.32428550720215,18.410356521606445,18.18107032775879,15.618729591369629,483302400.0
2012-02-23,18.395713806152344,18.493928909301758,18.196428298950195,15.720722198486328,568027600.0
2012-02-24,18.559642791748047,18.674999237060547,18.522857666015625,15.903987884521484,415072000.0
2012-02-27,18.618213653564453,18.875,18.43857192993164,16.0059757232666,547582000.0
2012-02-28,18.855714797973633,19.12178611755371,18.780357360839844,16.299758911132812,600387200.0
2012-02-29,19.341428756713867,19.5575008392334,19.132143020629883,16.513765335083008,952011200.0
2012-03-01,19.577499389648438,19.578929901123047,19.241785049438477,16.5755672454834,683270000.0
2012-03-02,19.437143325805664,19.5285701751709,19.375713348388672,16.597187042236328,431712400.0
2012-03-05,19.479286193847656,19.5528564453125,18.78571319580078,16.23126220703125,809124400.0
2012-03-06,18.7021427154541,19.06035614013672,18.43642807006836,16.142969131469727,810238800.0
2012-03-07,19.171428680419922,19.20642852783203,18.689285278320312,16.15605926513672,798520800.0
2012-03-08,19.096071243286133,19.392499923706055,19.00428581237793,16.50007438659668,516457200.0
2012-03-09,19.436071395874023,19.562143325805664,19.396785736083984,16.596879959106445,418919200.0
2012-03-12,19.606428146362305,19.71428680419922,19.53571319580078,16.804813385009766,407282400.0
2012-03-13,19.91214370727539,20.292142868041992,19.84821319580078,17.294954299926758,690855200.0
2012-03-14,20.644643783569336,21.239999771118164,20.549999237060547,17.948881149291992,1418844000.0
2012-03-15,21.414642333984375,21.42892837524414,20.662500381469727,17.826496124267578,1159718000.0
2012-03-16,20.882856369018555,21.042856216430664,20.64285659790039,17.826797485351562,825487600.0
2012-03-19,21.370357513427734,21.491785049438477,21.037500381469727,18.299583435058594,901236000.0
2012-03-20,21.41107177734375,21.674999237060547,21.124286651611328,18.44753646850586,816662000.0
2012-03-21,21.52642822265625,21.77321434020996,21.47892951965332,18.342201232910156,644042000.0
